Course Title, Full Title, Prerequisite
SE 261,Business Side of Engineering,NULL
SE 290,ISE Undergraduate Seminar,NULL
SE 297,Independent Study,NULL
SE 298,Special Topics,NULL
SE 311,Engineering Design Analysis,SE 310 SE 312 
SE 312,Instrumentation and Test Lab,SE 310 SE 311 
SE 397,Independent Study,NULL
SE 400,Engineering Law,RHET 105 
SE 411,Reliability Engineering,IE 300 
SE 413,Engineering Design Optimization,MATH 241 MATH 415 
SE 422,Robot Dynamics and Control,SE 320 ECE 470 
SE 423,Mechatronics,SE 320 
SE 424,State Space Design for Control,SE 320 MATH 415 
SE 494,Senior Engineering Project I,SE 261 SE 390 SE 311 IE 300 IE 310 TAM 335 IE 310 IE 311 SE 495 
SE 495,Senior Engineering Project II,SE 494 
SE 497,Independent Study,NULL
SE 498,Special Topics,NULL
SE 520,Analysis of Nonlinear Systems,NULL
SE 590,Seminar,NULL
SE 594,Project Design,NULL
SE 597,Independent Study,NULL
SE 598,Special Topics,NULL
SE 599,Thesis Research,NULL
SHS 111,Living-Learning ASL Part 1,NULL
SHS 112,Living-Learning ASL Part 2,NULL
SHS 120,Child  Comm  & Lang Ability,NULL
SHS 121,American Sign Language I,NULL
SHS 170,Intro Hum Comm Sys & Disorders,NULL
SHS 191,Freshmen Seminar,NULL
SHS 199,Undergraduate Open Seminar,NULL
SHS 200,General Phonetics,NULL
SHS 221,American Sign Language II,SHS 121 
SHS 222,Language & Culture of Deaf Communities,NULL
SHS 240,Intro Sound & Hearing Science,NULL
SHS 271,Communication and Aging,NULL
SHS 291,Research Lab Experience in SHS,NULL
SHS 301,General Speech Science,NULL
SHS 321,American Sign Language III,SHS 221 
SHS 352,Hearing Health and Society,NULL
SHS 370,Civic Engagement in Wellness,NULL
SHS 375,Comm Partners & Health,NULL
SHS 380,Comm Competence and Disorders,NULL
SHS 385,Evidence-Based Practice in Communication Sciences and Disorders,NULL
SHS 390,Individual Study,NULL
SHS 395,Honors Individual Study,NULL
SHS 410,Stuttering: Theory & Practice,NULL
SHS 427,Language and the Brain,PSYC 210 PSYC 224 PSYC 248 LING 225 SHS 170 
SHS 430,Devel & Disorders Phonol Artic,NULL
SHS 473,Augmentative & Alt Comm,NULL
SHS 475,Prepracticum in SHS,NULL
SHS 477,Beginning Practicum in SHS,NULL
SHS 513,Assessment and Management of Dysphagia,SHS 300 SHS 470 
SHS 533,Advanced Language Diagnostics,SHS 520 
SHS 551,Electrophys Indices Audition,SHS 550 
SHS 552,Diag Hear Impair Infants Child,SHS 550 
SHS 553,Hearing Aids and Amplification,SHS 550 
SHS 554,Advanced Audiological Assess,SHS 551 
SHS 556,Sens Prosth Devices Hear Loss,SHS 553 
SHS 557,Adv Clin Prac Aud Assess Rehab,SHS 240 SHS 450 SHS 451 
SHS 561,Medical Audiology,SHS 541 SHS 550 
SHS 563,Amplification Lab,SHS 553 
SHS 571,Clinical Sociolinguistics,NULL
SHS 576,School Intrnshp Spch-Lang Path,SHS 475 
SHS 577,Advanced Practicum in SHS,SHS 477 
SHS 588,Adv Sem Neural Bases Com Dis,NULL
SHS 592,Prosem Spch & Hear Sci,NULL
SHS 593,Special Problems,NULL
SHS 594,PhD Early Research Project,NULL
SHS 599,Thesis Research,NULL
SLAV 199,Undergraduate Open Seminar,NULL
SLAV 399,Advanced Undergraduate Open Seminar,NULL
SLAV 418,Language & Minorities in Europe,NULL
SLAV 477,Post-Communist Fiction,NULL
SLAV 591,Individual Topics,NULL
SLAV 599,Thesis Research,NULL
SLCL 200,Topics in Global Culture,NULL
SLS 460,Principles of Language Testing,NULL
SOC 100,Introduction to Sociology,NULL
SOC 101,Sociology of Gender,NULL
SOC 109,Religion & Society in West II,NULL
SOC 130,Intro Gender & Women's Studies,NULL
SOC 160,Global Ineq and Social Change,NULL
SOC 162,Intro to Intl Health Policy,NULL
SOC 163,Social Problems,NULL
SOC 196,Issues in Sociology,NULL
SOC 199,Undergraduate Open Seminar,NULL
SOC 200,Introduction to Sociological Theory,NULL
SOC 202,Sexualities,NULL
SOC 223,Black Women Contemp US Society,NULL
SOC 225,Race and Ethnicity,SOC 100 SOC 101 SOC 163 
SOC 274,Health  Illness and Society,NULL
SOC 275,Criminology,SOC 100 SOC 101 SOC 163 
SOC 310,Sociology of Deviance,SOC 100 SOC 101 SOC 163 
SOC 321,Gender & Latina/o Migration,NULL
SOC 325,Black Men and Masculinities,NULL
SOC 350,Technology and Society,NULL
SOC 375,Criminal Justice System,SOC 275 
SOC 378,Sociology of Law,NULL
SOC 380,Social Research Methods,SOC 280 SOC 100 SOC 101 SOC 163 
SOC 390,Individual Study,NULL
SOC 396,Topics in Sociology,SOC 100 SOC 101 SOC 163 
SOC 400,Internships,SOC 100 SOC 101 SOC 163 
SOC 447,Environmental Sociology,SOC 380 SOC 100 SOC 101 SOC 163 RSOC 110 
SOC 450,Senior Capstone Seminar,SOC 100 SOC 101 SOC 163 SOC 380 
SOC 470,Social Movements,SOC 100 SOC 101 SOC 163 
SOC 479,Law and Society,SOC 100 SOC 101 SOC 163 
SOC 488,Demographic Analysis,SOC 270 
SOC 490,Advanced Independent Study,NULL
SOC 500,Classical Sociological Theory,SOC 200 
SOC 510,Professionalization Seminar,NULL
SOC 575,Founds of Organizational Behav,NULL
SOC 586,Adv Social Statistics I,SOC 485 
SOC 590,Individual Topics in Sociology,NULL
SOC 596,Recent Developments in Soc,NULL
SOC 597,Readings in Sociology,NULL
SOC 598,Thesis Proposal,NULL
SOC 599,Thesis Research,SOC 598 
SOCW 199,Undergraduate Open Seminar,NULL
SOCW 200,Introduction to Social Work,NULL
SOCW 240,Death & Dying,NULL
SOCW 297,Asian Families in America,NULL
SOCW 299,Study Abroad,NULL
SOCW 300,Diversity: Identities & Issues,NULL
SOCW 310,UG Research Assistance,NULL
SOCW 321,Social Entre & Social Change,NULL
SOCW 330,International Perspectives,NULL
SOCW 360,Social Work and the Military,NULL
SOCW 370,Social Work and Disability Studies,NULL
SOCW 401,Practice I,SOCW 200 
SOCW 402,Practice II,SOCW 401 
SOCW 403,Practice III,SOCW 401 
SOCW 410,Social Welfare Pol and Svcs,NULL
SOCW 416,Child Welfare Issues & Trends,NULL
SOCW 417,Dementia Care for Older Adults,SOCW 315 
SOCW 418,Independent Study,NULL
SOCW 427,Social Work Research Methods,NULL
SOCW 451,HBSE I: Human Development,NULL
SOCW 455,Social Work with Women,NULL
SOCW 457,Health Planning,NULL
SOCW 461,Professional Practice Seminar I,SOCW 401 
SOCW 470,Field Practicum & Professional Seminar II,SOCW 461 
SOCW 475,Undergraduate Research Abroad,NULL
SOCW 480,UG Research Project,NULL
SOCW 500,SW Practice with Indiv and Fam,SOCW 400 
SOCW 502,Brief Motivational Interventions for Substance Use,SOCW 400 
SOCW 503,Trauma Informed Social Work with Children and Adolescents,SOCW 400 
SOCW 506,SW Practice with Child/Adol,SOCW 400 
SOCW 507,School Social Work Practice,SOCW 400 
SOCW 508,Family Therapy Seminar,SOCW 400 
SOCW 509,Adv Clin Assess & Interviewing,SOCW 400 SOCW 552 
SOCW 514,Mental Health Pol and Svcs,SOCW 410 
SOCW 515,Integrated Health Care Policy and Services,NULL
SOCW 516,Child  Youth and Family Svcs,SOCW 410 
SOCW 519,Public School Policy/Services,SOCW 410 
SOCW 520,Social Welfare Planning,NULL
SOCW 521,Leadership and Social Change,SOCW 400 
SOCW 526,Managing Human Service Orgs,SOCW 400 
SOCW 532,Field Practicum and Integrative Seminar II,SOCW 531 
SOCW 533,Field Practicum III,SOCW 532 
SOCW 541,Clinical Research Seminar,SOCW 427 
SOCW 542,Program Evaluation,SOCW 427 
SOCW 552,HBSE II: Mental Disorders,SOCW 451 
SOCW 553,Integrated Behavorial Health & Health Care,NULL
SOCW 554,Inequalities In A Diverse Society,SOCW 451 
SOCW 561,Special Studies in Soc Work I,NULL
SOCW 575,Social Work Teaching Seminar,NULL
SOCW 580,Advanced Child Welfare,SOCW 516 
SOCW 581,Gender Relations & Intl Dev,NULL
SOCW 589,Social Work and the Law,NULL
SOCW 594,Individual Research,SOCW 593 
SOCW 595,Quantitative Research Designs,NULL
SOCW 599,Dissertation Research,NULL
SPAN 101,Elementary Spanish I,NULL
SPAN 102,Elementary Spanish II,SPAN 101 
SPAN 122,Intensive Elementary Spanish,SPAN 122 
SPAN 130,Intermediate Spanish,SPAN 122 
SPAN 141,Introduction to Spanish Grammar,SPAN 130 
SPAN 142,Spanish in the Professions,SPAN 130 
SPAN 191,Freshman Honors Tutorial,NULL
SPAN 199,Undergraduate Open Seminar,NULL
SPAN 200,Readings in Hispanic Texts,SPAN 141 SPAN 142 
SPAN 204,Advanced Spanish Grammar in Context,SPAN 141 
SPAN 208,Oral Spanish,SPAN 141 SPAN 142 SPAN 204 
SPAN 228,Spanish Composition,SPAN 141 SPAN 142 
SPAN 232,Spanish in the Community,SPAN 141 SPAN 142 
SPAN 240,Latina/o Popular Culture,NULL
SPAN 250,Introduction to Literary Analysis,SPAN 228 
SPAN 252,Introduction to Hispanic Linguistics,SPAN 228 
SPAN 254,Introduction to Cultural Analysis,SPAN 228 
SPAN 303,The Sounds of Spanish,SPAN 228 
SPAN 305,The Structure of Spanish,SPAN 252 SPAN 252 
SPAN 307,Bilingualism,SPAN 252 SPAN 252 
SPAN 308,Spanish in the United States,SPAN 228 
SPAN 318,Spanish Cultural Studies I,SPAN 228 
SPAN 320,Spanish Cultural Studies II,NULL
SPAN 324,Latin America Cultural Studies I,SPAN 228 
SPAN 326,Latin America Cultural Studies II,SPAN 228 
SPAN 332,Spanish and Entrepreneurship,SPAN 228 
SPAN 399,Advanced Study Abroad,SPAN 228 SPAN 228 
SPAN 418,Language & Minorities in Europe,NULL
SPAN 435,Introduction to Romance Linguistics,LING 100 SPAN 252 FR 416 
SPAN 437,The Acquisition of Spanish,SPAN 303 SPAN 305 
SPAN 460,Principles of Language Testing,NULL
SPAN 468,20th-21stC Span Am Studies,SPAN 316 SPAN 326 
SPAN 489,Theoretical Foundations of SLA,NULL
SPAN 490,Advanced Readings in Spanish,SPAN 252 SPAN 310 SPAN 312 SPAN 314 SPAN 316 
SPAN 491,Topics for Honors Students,NULL
SPAN 588,Sem Second Lang Learn,SPAN 580 
SPAN 590,Topics in Hispanic Studies,NULL
SPAN 595,Special Topics in Spanish,NULL
SPAN 599,Thesis Research,NULL
SPED 117,The Culture of Disability,NULL
SPED 199,Undergraduate Open Seminar,NULL
SPED 312,Introduction to Educational Technology,NULL
SPED 317,Characteristics & Eligibility,SPED 117 
SPED 322,Intro Intellectual Disability,PSYC 100 SPED 117 
SPED 391,Thesis,NULL
SPED 395,Independent Study,NULL
SPED 413,New Media &Learner Differences,NULL
SPED 424,Foundations of Assessment,NULL
SPED 426,Collaboration and Teaming,SPED 524 EDPR 420 
SPED 438,Collaborating with Families,NULL
SPED 441,Instructional Strategies II,SPED 440 SPED 524 EDPR 250 
SPED 447,Curriculum Development II,SPED 446 
SPED 448,Curriculum Development III,SPED 446 
SPED 460,Communication and Phys Disab,NULL
SPED 471,Learning Environments II,SPED 470 
SPED 514,Equity Issues in Spec Educatio,NULL
SPED 524,Supervised Prac in SPED,NULL
SPED 526,Collaborative Leaders in SPED,SPED 426 
SPED 550,Methods of Educational Inquiry,NULL
SPED 566,Leadership in ECSE,SPED 465 SPED 524 
SPED 575,Mixed Method Inquiry,NULL
SPED 590,Seminar for Advanced Students,NULL
SPED 591,Field Study and Thesis Seminar,NULL
SPED 593,Concepts and Issues in SPED II,SPED 592 
SPED 595,Independent Study,NULL
SPED 599,Thesis Research,NULL
STAT 100,Statistics,MATH 112 
STAT 199,Undergraduate Open Seminar,NULL
STAT 200,Statistical Analysis,NULL
STAT 212,Biostatistics,NULL
STAT 361,Probability & Statistics for Computer Science,NULL
STAT 385,Statistics Programming Methods,STAT 200 STAT 212 
STAT 390,Individual Study,NULL
STAT 391,Honors Individual Study,NULL
STAT 400,Statistics and Probability I,MATH 241 
STAT 408,Actuarial Statistics I,MATH 241 
STAT 410,Statistics and Probability II,STAT 400 STAT 100 MATH 461 
STAT 420,Methods of Applied Statistics,STAT 408 STAT 400 MATH 231 
STAT 424,Analysis of Variance,MATH 415 STAT 410 
STAT 425,Applied Regression and Design,STAT 410 
STAT 426,Sampling and Categorical Data,STAT 410 
STAT 427,Statistical Consulting,STAT 425 
STAT 428,Statistical Computing,STAT 410 
STAT 430,Topics in Applied Statistics,NULL
STAT 431,Applied Bayesian Analysis,STAT 410 
STAT 432,Basics of Statistical Learning,STAT 400 STAT 420 STAT 425 
STAT 440,Statistical Data Management,STAT 400 STAT 409 
STAT 448,Advanced Data Analysis,STAT 400 STAT 409 STAT 410 
STAT 458,Math Modeling in Life Sciences,NULL
STAT 480,Data Science Foundations,STAT 425 
STAT 510,Mathematical Statistics I,STAT 410 
STAT 511,Mathematical Statistics II,STAT 510 
STAT 530,Bioinformatics,NULL
STAT 541,Predictive Analytics,NULL
STAT 542,Statistical Learning,STAT 410 STAT 425 
STAT 551,Theory of Probability I,NULL
STAT 575,Large Sample Theory,STAT 511 MATH 561 STAT 554 
STAT 578,Topics in Statistics,NULL
STAT 587,Hierarchical Linear Models,NULL
STAT 590,Individual Study and Research,NULL
STAT 593,STAT Internship,STAT 425 
STAT 595,Preparing Future Faculty,NULL
STAT 599,Thesis Research,NULL
SWAH 202,Elementary Swahili II,SWAH 201 
SWAH 404,Intermediate Swahili II,SWAH 403 
SWAH 406,Advanced Swahili II,SWAH 405 
SWAH 408,Topics Swahili Lang & Lit II,SWAH 407 
SWAH 410,Adv Topics Swahili Lang&Lit II,SWAH 409 
TAM 199,Undergraduate Open Seminar,NULL
TAM 210,Introduction to Statics,NULL
TAM 211,Statics,PHYS 211 MATH 241 
TAM 212,Introductory Dynamics,TAM 210 TAM 211 
TAM 251,Introductory Solid Mechanics,TAM 210 TAM 211 
TAM 252,Solid Mechanics Design,TAM 251 
TAM 270,Design for Manufacturability,NULL
TAM 297,Introductory Independent Study,NULL
TAM 324,Behavior of Materials,NULL
TAM 335,Introductory Fluid Mechanics,TAM 212 
TAM 412,Intermediate Dynamics,MATH 225 MATH 415 MATH 285 MATH 441 TAM 212 
TAM 445,Continuum Mechanics,TAM 251 
TAM 456,Experimental Stress Analysis,TAM 251 
TAM 497,Independent Study,NULL
TAM 499,Senior Thesis,NULL
TAM 500,Seminar,NULL
TAM 516,Dynamical Systems Theory,NULL
TAM 524,Micromechanics of Materials,CEE 300 ME 330 TAM 551 
TAM 532,Viscous Flow,MATH 285 TAM 435 
TAM 539,Fluid Mechanics Seminar,NULL
TAM 542,Mathematical Methods II,TAM 541 
TAM 552,Solid Mechanics II,TAM 551 
TAM 574,Adv Finite Element Methods,TAM 470 CEE 570 CS 555 ME 471 
TAM 597,Advanced Independent Study,NULL
TAM 598,Advanced Special Topics,NULL
TAM 599,Thesis Research,NULL
TE 100,Introduction to Innovation  Leadership and Engineering Entrepreneurship,NULL
TE 200,Introduction to Innovation,NULL
TE 250,From Idea to Enterprise,NULL
TE 298,Special Topics I,NULL
TE 333,Creativity  Innovation  Vision,NULL
TE 360,Lectures in Engineering Entrepreneurship,NULL
TE 398,Special Topics II,NULL
TE 401,Developing Breakthrough Projects,NULL
TE 450,Startups: Inc  Fund  Contracts  IP,NULL
TE 460,Lectures in Engineering Entrepreneurship,NULL
TE 461,Technology Entrepreneurship,NULL
TE 466,High-Tech Venture Marketing,NULL
TE 497,Independent Study,NULL
TE 498,Special Topics III,NULL
TE 565,Technol Innovation & Strategy,STAT 400 
TE 566,Finance for Engineering Mgmt,NULL
TE 567,Venture Funded Startups,TE 566 
TE 598,Special Topics IV,NULL
THEA 100,Practicum I,NULL
THEA 101,Introduction to Theatre Arts,NULL
THEA 103,Survey of Theatre Production,NULL
THEA 110,Broadway Musicals,NULL
THEA 125,Graphic Skills,NULL
THEA 151,Introduction to Digital Audio Workstations,NULL
THEA 170,Fundamentals of Acting I,NULL
THEA 175,Fundamentals of Acting II,THEA 170 
THEA 199,Undergraduate Open Seminar,NULL
THEA 212,Introduction to Directing,THEA 208 
THEA 218,Intro to Social Issues Theatre,NULL
THEA 222,Introduction to Scenic Design,THEA 125 
THEA 223,Introduction to Stage Rigging,THEA 126 
THEA 231,Intro to Lighting Design,NULL
THEA 260,Intro Asian American Theatre,NULL
THEA 262,Literature of Modern Theatre,THEA 208 
THEA 275,Relationships in Acting II,THEA 270 
THEA 276,Voice and Movement II,NULL
THEA 359,Professional Stage Management,NULL
THEA 361,History of Theatre II,THEA 360 
THEA 375,Acting Studio II: Dynamics,THEA 371 THEA 372 THEA 373 THEA 374 THEA 376 THEA 377 THEA 378 
THEA 376,Acting Studio II: Voice,THEA 371 THEA 372 THEA 373 THEA 374 THEA 375 THEA 377 THEA 378 
THEA 377,Acting Studio II: Movement,THEA 371 THEA 372 THEA 373 THEA 374 THEA 375 THEA 376 THEA 378 
THEA 378,Acting Studio II: Acting,THEA 371 THEA 372 THEA 373 THEA 374 THEA 375 THEA 376 THEA 377 
THEA 391,Individual Topics,NULL
THEA 392,Individual Topics,NULL
THEA 399,Undergraduate Group Seminar,NULL
THEA 400,Practicum IV,NULL
THEA 406,Opera/Dance Stage Management,NULL
THEA 409,Stage Management Workshop,THEA 445 THEA 446 
THEA 410,Dramaturgs Workshop,NULL
THEA 411,Playwrights Workshop,THEA 211 
THEA 417,Leading Post-Perform Dialog,NULL
THEA 418,Devising Social Issues Theatre,NULL
THEA 421,Welding for the Stage,NULL
THEA 425,Stage Drafting,THEA 125 
THEA 426,History of Decor,NULL
THEA 431,The Lighting Laboratory,THEA 231 THEA 423 
THEA 433,Business of Lighting Design,THEA 231 THEA 423 THEA 431 THEA 432 
THEA 434,Advanced Lighting Seminar,NULL
THEA 442,Costume Patterning,NULL
THEA 447,Costume Rendering,NULL
THEA 450,Management Seminar,NULL
THEA 452,Principles of Arts Management,NULL
THEA 454,Sound Design I,THEA 453 
THEA 455,Sound Design II,THEA 454 
THEA 456,Properties Design,NULL
THEA 458,Rendering for Live Performance,NULL
THEA 462,Advanced Media Design,NULL
THEA 475,Acting Studio IV: Dynamics,THEA 471 THEA 472 THEA 473 THEA 474 THEA 476 THEA 477 THEA 478 
THEA 476,Acting Studio IV: Voice,THEA 471 THEA 472 THEA 473 THEA 474 THEA 475 THEA 477 THEA 478 
THEA 477,Acting Studio IV: Movement,THEA 471 THEA 472 THEA 473 THEA 474 THEA 475 THEA 476 THEA 478 
THEA 478,Acting Studio IV: Acting,THEA 471 THEA 472 THEA 473 THEA 474 THEA 475 THEA 476 THEA 477 
THEA 479,Preparation for Auditions,THEA 375 THEA 376 THEA 377 THEA 378 
THEA 482,Content Creation 2: Motion Graphics & VFX for Media Design,NULL
THEA 490,Professional Internship,NULL
THEA 491,Advanced CAD Drafting for Lighting Designers,THEA 437 
THEA 493,Lighting Opera & Musicals,NULL
THEA 495,Capstone Project,NULL
THEA 498,Audio Engineering II,THEA 497 
THEA 519,Theatrical CAD Drafting II,THEA 419 
THEA 522,Structures for the Stage II,THEA 422 
THEA 524,Automation for the Stage,THEA 424 
THEA 550,Colloquium Design & Theat Tech,NULL
THEA 559,Topics in Stage Management,NULL
THEA 571,Colloquium in Acting: Dynamics,THEA 572 THEA 573 THEA 574 
THEA 572,Colloquium in Acting: Voice,THEA 571 THEA 573 THEA 574 
THEA 573,Colloquium in Acting: Movement,THEA 571 THEA 572 THEA 574 
THEA 574,Colloquium in Acting: Acting,THEA 571 THEA 572 THEA 573 
THEA 591,Special Problems,NULL
THEA 595,Creative Project,NULL
THEA 599,Thesis Research,NULL
TMGT 366,Product Design and Development,NULL
TMGT 461,Tech  Eng  & Mgt Final Project,NULL
TRST 405,Commercial & Technical Trans,NULL
TRST 410,Translation Theory & Practice,NULL
TRST 440,Translation Studies Capstone,TRST 407 TRST 410 
TRST 500,Translation and Interpretation: Reflective Practice,TRST 410 
TRST 502,Applied LiteraryTranslation II,TRST 501 
TRST 540,Translation Capstone,TRST 407 
TRST 542,Conference Interpreting,NULL
TRST 580,Special Topics in Translation,NULL
TSM 100,Technical Systems in Agr,NULL
TSM 132,Basics of Project Management,NULL
TSM 199,Undergraduate Open Seminar,NULL
TSM 234,Wiring  Motors and Control Sys,TSM 100 
TSM 262,Off-Road Equipment Management,TSM 100 
TSM 293,Off-Campus Internship,NULL
TSM 295,Undergrad Research or Thesis,NULL
TSM 311,Humanity in the Food Web,NULL
TSM 363,Fluid Power Systems,NULL
TSM 371,Residential Housing Design,NULL
TSM 381,Grain Drying & Storage Systems,NULL
TSM 396,UG Honors Research or Thesis,NULL
TSM 421,Ag Safety-Injury Prevention,NULL
TSM 425,Managing Ag Safety Risk,TSM 421 TSM 422 
TSM 464,Engine and Tractor Power,NULL
TSM 465,Chemical Applications Systems,NULL
TSM 486,Grain Bioprocessing Coproducts,NULL
TSM 496,Independent Study,NULL
TSM 586,Advanced Bioprocess Coproducts,NULL
TSM 594,Graduate Seminar,NULL
TSM 598,Special Topics,NULL
TSM 599,Thesis Research,NULL
TURK 199,Undergraduate Open Seminar,NULL
TURK 202,Elementary Turkish II,TURK 201 
TURK 404,Intermediate Turkish II,TURK 403 
TURK 406,Advanced Turkish II,TURK 405 
UKR 102,Basic Ukrainian II,UKR 101 
UKR 199,Undergraduate Open Seminar,NULL
UKR 202,Second-Year Ukrainian II,UKR 201 
UP 116,Urban Informatics I,NULL
UP 136,Urban Sustainability,NULL
UP 185,Cities in a Global Perspective,NULL
UP 199,Undergraduate Open Seminar,NULL
UP 201,Planning in Action,NULL
UP 204,Chicago: Planning & Urban Life,UP 101 
UP 205,Ecology & Environmental Sustainability,NULL
UP 210,Environmental Economics,NULL
UP 260,Social Inequality and Planning,NULL
UP 301,Capstone Preparation,NULL
UP 316,Urban Informatics II,UP 116 
UP 345,Economic Development Planning,NULL
UP 357,The Land Development Process,NULL
UP 390,Planning Internship,NULL
UP 397,Undergraduate Project,NULL
UP 401,Undergraduate Capstone Seminar,NULL
UP 406,Urban Ecology,NULL
UP 418,GIS for Planners,NULL
UP 428,International Planning Studio,NULL
UP 430,Urban Transportation Planning,NULL
UP 457,Small Town/Rural Planning Workshop,UP 211 
UP 466,Energy  Plng & Blt Environment,NULL
UP 470,Shrinking Cities,NULL
UP 475,Real Estate Development Fundamentals,NULL
UP 478,Community Development Workshop,UP 260 
UP 481,Urban Communities & Public Pol,NULL
UP 494,Special Topics in Planning,NULL
UP 505,Urban and Regional Analysis,NULL
UP 510,Plan Making,NULL
UP 511,Law and Planning,NULL
UP 512,Urban Skills & Applications I: Colloquium,NULL
UP 519,Advanced Applications of GIS,UP 418 
UP 521,International Planning Seminar,NULL
UP 576,Sustainable Urban Systems,NULL
UP 590,Professional Internship,NULL
UP 591,Capstone Seminar,NULL
UP 592,Doctoral Urban Planning Seminar,NULL
UP 594,Seminar,NULL
UP 596,Independent Study,NULL
UP 597,Urban Planning Research,NULL
UP 598,Master's Project,NULL
UP 599,Thesis Research,NULL
VCM 501,Zoological Medicine Seminar,NULL
VCM 503,Current Lit in Equine Med Surg,NULL
VCM 506,Topics in Pathophysiology,NULL
VCM 522,Adv Comp Theriogenology,NULL
VCM 524,Effective Biomedical Teacher,NULL
VCM 535,Small Animal Internal Medicine Book Club,NULL
VCM 536,ECC Journal Topics,NULL
VCM 542,Ocular Pathology,NULL
VCM 577,Advanced Large Animal Medicine,NULL
VCM 584,Current Concepts Comp Surgery,NULL
VCM 585,Current Lit Sm Anim Medicine,NULL
VCM 588,Advances in Vet Dermatology,NULL
VCM 590,Seminar,NULL
VCM 591,Advances in Vet Internal Med,NULL
VCM 592,Special Problems,NULL
VCM 593,Adv Topics Vet Clin Med,NULL
VCM 598,Manuscript Research,NULL
VCM 599,Thesis Research,NULL
VCM 608,Equine Veterinary Husbandry,NULL
VCM 625,Exotic Mammal Medicine,NULL
VCM 626,Shelter Medicine I,NULL
VCM 627,Equine Infectious Disease,NULL
VCM 641,Equine Neonatology,VM 606 
VCM 645,Equine Surgery Laboratory,VM 606 
VCM 661,Advanced Equine Lameness,NULL
VCM 663,Small Animal Dermatology,VCM 631 
VCM 673,Companion Animal Rehab,NULL
VCM 674,Equine Exercise Physiology,NULL
VCM 679,Adv Veterinary Ophthalmology,NULL
VCM 681,Advanced Equine Internal Medicine,NULL
VCM 682,Wildlife Medicine,NULL
VCM 688,Food Supply Disease Management,VCM 672 
VCM 690,Intro to Food Supply Medicine,VM 601 
VCM 692,Special Problems,NULL
VCM 693,Comparative Anatomy - Zoo,NULL
VCM 694,Veterinary Clinical Medicine,NULL
VM 603,Structure and Function II,VCM 602 
VM 604,Structure and Function III,VM 603 
VM 606,Clinical Practice II,VM 601 VM 604 
VM 608,Pathobiology III,VM 607 
VM 611,Medicine and Surgery III,VM 610 
VM 612,Clinical Practice III,VM 611 
VM 616,Clinical Practice VII,VM 611 
VM 617,Professional Development,VM 616 
VM 623,Research Project II,NULL
VM 635,Veterinary Medical Spanish,NULL
VM 642,Contemporary Issues in Vet Med,NULL
VM 645,Communications in Practice,NULL
WGGP 581,Gender Relations & Intl Dev,NULL
WLOF 202,Elementary Wolof II,WLOF 201 
WLOF 403,Intermediate Wolof I,WLOF 202 
WLOF 405,Advanced Wolof I,WLOF 404 
WLOF 406,Advanced Wolof II,WLOF 405 
WRIT 303,Writing Across Media,NULL
YDSH 320,Lit Responses to the Holocaust,NULL
